CAS,CID,SMILES,Formula,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRings,FlashPoint_C,LFL_percent,UFL_percent,HeatOfComb_kJ_mol,BoilingPoint_C,MeltingPoint_C,AutoignitionTemp_C,VaporPressure_mmHg,Density_g_cm3,Y_NFPA_Health,Y_NFPA_Fire,Y_NFPA_React,Y_GHS_Signal,Y_GHS_H_Codes
65-31-6,11957628,CN1CCCC1C2=CN=CC=C2.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,C18H26N2O12,462.4080000000002,-2.3969,246.25,8,10,2,143.0,,,,141.3,89.0,244.0,,1.0,,,,Danger,"H300, H301, H310, H319, H330, H361, H411"
65-46-3,6175,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,C9H13N3O5,243.219,-2.563,130.83,4,7,2,,,,,,419.0,,1992.0,,,,,Warning,"H315, H319, H335"
65-71-4,1135,CC1=CNC(=O)NC1=O,C5H6N2O2,126.115,-0.62838,65.72,2,2,1,,,,,,320.0,,1.33e-06,,,,,Warning,H319
650-51-1,23681045,C(=O)(C(Cl)(Cl)Cl)[O-].[Na+],C2Cl3NaO2,185.369,-2.8895,40.13,0,2,0,,,,,,165.0,,3e-08,1.0,,,,Warning,"H320, H335, H336, H351, H361, H371, H400, H410"
65009-35-0,47509,CC1=C(C(=CC=C1)C)NC(=O)NC(=NC)N.Cl,C11H17ClN4O,256.737,1.7912399999999995,79.51,3,2,1,,,,,,,,,,,,,Danger,H301
65031-96-1,6999819,CCCC(=O)OCC1CO1,C7H12O3,144.16999999999996,0.7285,38.83,0,3,1,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H335"
6504-57-0,151420,C[N+]1(CCOCC1)CCC(C2=CC=CC=C2)(C3=CC=CS3)O.COS(=O)(=O)[O-],C19H27NO6S2,429.5600000000002,1.9439,95.89,1,7,3,,,,,,,,,,,,,Danger,"H302, H360"
6505-96-0,135755597,CC1=CC=C(C=C1)S(=O)(=O)NC2=C3C(=CC(=C2)S(=O)(=O)[O-])C=C(C(=C3O)N=NC4=CC=CC=C4OC)S(=O)(=O)[O-].[Na+].[Na+],C24H19N3Na2O10S3,651.6080000000003,-2.10518,214.75,2,12,4,,,,,,,,,,,,,Warning,H351
6507-77-3,81002,C1CCC(CC1)(C2=CC=C(C=C2)N=NC3=CC=C(C=C3)O)C4=CC=C(C=C4)N=NC5=C(C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],C34H28N4Na2O8S2,730.7320000000004,2.148200000000004,204.3,2,12,6,,,,,,,,,,,,,Warning,"H319, H411, H412"
6507-79-5,160851,CC1=C(C=CC(=C1)C2(CCCCC2)C3=CC(=C(C=C3)N=NC4=C(C=C5C=CC(=CC5=C4O)O)S(=O)(=O)[O-])C)N=NC6=C(C=C7C=CC(=CC7=C6O)O)S(=O)(=O)[O-].[Na+].[Na+],C40H34N4Na2O10S2,840.844,3.329440000000007,244.76,4,14,7,,,,,,,,,,,,,Warning,"H319, H412"
65078-77-5,3017554,C1=CC(=C(C(=C1[N+](=O)[O-])N)Cl)Cl,C6H4Cl2N2O2,207.016,2.4838000000000005,69.16,1,3,1,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335, H411"
651-06-9,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H12N4O3S,280.309,0.8682000000000001,107.2,2,6,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
65100-04-1,2759529,CCO[Si](C)(CCCOC(=O)C(=C)C)OCC,C12H24O4Si,260.40599999999995,2.6408000000000014,44.760000000000005,0,4,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
65113-55-5,105196,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC(=CC=C3)S(=O)(=O)[O-],C43H44N6O3S,724.931,9.209300000000004,103.44,1,8,6,,,,,,,,,,,,,Danger,"H302, H317, H318, H335, H400, H410"
65113-99-7,103212,CC1=CCC(C1(C)C)CCC(C)C(C)O,C14H26O,210.361,3.775900000000003,20.23,1,1,1,,,,,,,,,,,,,Warning,"H319, H411"
65138-66-1,11979403,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.C1=CC(=CC=C1N=NC2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-],C100H102N10O18S2,1796.1019999999994,12.393219999999989,408.24,6,24,15,,,,,,,,,,,,,Warning,H302
