CAS,CID,SMILES,Formula,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRings,FlashPoint_C,LFL_percent,UFL_percent,HeatOfComb_kJ_mol,BoilingPoint_C,MeltingPoint_C,AutoignitionTemp_C,VaporPressure_mmHg,Density_g_cm3,Y_NFPA_Health,Y_NFPA_Fire,Y_NFPA_React,Y_GHS_Signal,Y_GHS_H_Codes
2440-22-4,17113,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2,C13H11N3O,225.251,2.43452,50.94,1,3,3,,,,,,,,,,,,,Warning,"H317, H410, H413"
2442-10-06,17121,CCCCCC(C=C)OC(=O)C,C10H18O2,170.25199999999998,2.684400000000001,26.3,0,2,0,,,,,189.0,,,,0.87,,,,Warning,"H302, H317"
2442-49-1,75546,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC,C25H50O2,382.6730000000002,8.761500000000003,26.3,0,2,0,,,,,,,,,,,,,Danger,H318
24424-99-5,90495,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,C10H18O5,218.249,2.873200000000001,61.83,0,5,0,,,,,,,,,,,,,Danger,"H225, H226, H228, H315, H317, H318, H319, H330, H335"
2443-58-5,75547,C1C2=CC=CC=C2C3=C1C=C(C=C3)O,C13H10O,182.222,2.9634000000000023,20.23,1,1,3,,,,,,168.0,,,,,,,Warning,"H315, H319, H335"
24448-09-7,90507,CN(CCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C11H8F17NO3S,557.222,4.207200000000002,57.61,1,3,0,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
24448-20-2,90508,CC(=C)C(=O)OCCOC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCCOC(=O)C(=C)C,C27H32O6,452.5470000000003,5.008700000000005,71.06,0,6,2,,,,,,,,,,,,,Danger,"H315, H317, H319, H334, H335"
2445-67-2,102820,CCC(C)C(=O)OCC(C)C,C9H18O2,158.241,2.2317,26.3,0,2,0,,,,,,,,,,,,,Warning,H226
2445-69-4,97883,CCC(C)COC(=O)C(C)C,C9H18O2,158.241,2.2317,26.3,0,2,0,,,,,,,,,,,,,Warning,H226
2445-72-9,75554,CCCCCOC(=O)C(C)C,C9H18O2,158.241,2.375800000000001,26.3,0,2,0,,,,,,,,,,,,,Warning,H226
2446-83-5,5363146,CC(C)OC(=O)N=NC(=O)OC(C)C,C8H14N2O4,202.21,2.528600000000001,77.32000000000001,0,4,0,,,,,,,,,,,,,Warning,"H315, H319, H335, H373, H411"
24468-13-1,62783,CCCCC(CC)COC(=O)Cl,C9H17ClO2,192.686,3.5782000000000025,26.3,0,2,0,,,,,,,,,,,,,Danger,"H290, H315, H317, H330"
24468-28-8,86280834,C1(=O)NC(=O)NC(=O)N1.[Zn+2],C3H3N3O3Zn+2,194.465,-2.251,98.57999999999998,3,3,1,,,,,,,,,,,,,Warning,"H400, H410, H411"
244761-29-3,23677815,[Li+].[B-]12(OC(=O)C(=O)O1)OC(=O)C(=O)O2,C4BLiO8,193.789,-5.374,105.2,0,8,2,,,,,,,,,,,,,Danger,"H301, H302, H312, H315, H317, H318, H319, H335"
2449-05-0,75557,C1=CC=C(C=C1)COC(=O)N=NC(=O)OCC2=CC=CC=C2,C16H14N2O4,298.29799999999994,4.112200000000003,77.32000000000001,0,4,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
24493-53-6,62784,C=CC(=O)OCCCOC(=O)C=C,C9H12O4,184.191,0.8349,52.6,0,4,0,,,,,,,,,,,,,Warning,"H315, H317, H319"
2450-71-7,239041,C#CCN,C3H5N,55.07999999999999,-0.4217,26.02,1,1,0,,,,,,,,,,,,,Danger,"H225, H302, H310, H314, H318"
2451-62-9,17142,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4,C12H15N3O6,297.267,-2.6319,103.59,0,6,4,170.0,,,,240.0,203.0,200.0,0.007,142.0,,,,Danger,"H301, H315, H317, H318, H319, H331, H334, H340, H361, H370, H372, H373, H402, H412"
2452-99-5,17148,CC1CCCC1C,C7H14,98.189,2.442500000000001,0.0,0,0,1,,,,,,,,47.2,,,,,Danger,"H225, H304, H315, H319, H335, H336"
2454-37-7,222461,CC(C1=CC(=CC=C1)N)O,C8H11NO,137.182,1.3220999999999996,46.25,2,2,1,,,,,,,,,,,,,Warning,"H315, H319, H332, H335"
24544-04-5,32484,CC(C)C1=C(C(=CC=C1)C(C)C)N,C12H19N,177.29099999999997,3.515600000000001,26.02,1,1,1,,,,,,,,0.00479,,,,,Warning,"H319, H412"
24549-06-2,32485,CCC1=CC=CC(=C1N)C,C9H13N,135.20999999999998,2.13962,26.02,1,1,1,215.0,,,,447.8,-27.4,,,0.969,,,,Danger,"H302, H312, H331, H332, H412"
2455-24-5,17151,CC(=C)C(=O)OCC1CCCO1,C9H14O3,170.20799999999997,1.2847,35.53,0,3,1,,,,,59.0,,,0.16,,,,,Danger,"H227, H315, H317, H319, H335, H336, H360, H402, H412"
2457-01-04,102821,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],C16H30BaO4,423.74,1.5246000000000002,80.25999999999999,0,4,0,,,,,,,,,,,,,Danger,"H302, H318, H332, H360, H361"
24579-73-5,32490,CCCOC(=O)NCCCN(C)C,C9H20N2O2,188.271,1.0742999999999998,41.57,1,3,0,100.0,,,,139.0,44.0,,5.48,,,,,Warning,"H302, H401, H411"
2459-10-01,17159,COC(=O)C1=CC(=C(C=C1)C(=O)OC)C(=O)OC,C12H12O6,252.22199999999995,1.0463999999999998,78.90000000000002,0,6,1,,,,,194.0,-13.0,,,1.261,,,,,H411
24598-62-7,168186,[NH4+].[NH4+].[Br-].[Br-].[Br-].[Br-].[Br-].[Br-].[Os+4],Br6H8N2Os,705.732,-17.2261,73.0,2,0,0,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
24599-21-1,90551,CC(=C)C(=O)OCCOP(=O)(O)O,C6H11O6P,210.122,0.2149999999999999,93.06,2,4,0,,,,,,,,,,,,,Danger,"H290, H314, H315, H318, H319"
24599-58-4,90552,CC1=C(C=CC(=C1)OC)OC,C9H12O2,152.19299999999998,2.01222,18.46,0,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
24602-86-6,32518,CCCCCCCCCCCCCN1CC(OC(C1)C)C,C19H39NO,297.52700000000004,5.406600000000005,12.47,0,2,1,,,,,,25.0,,,,,,,Danger,"H302, H315, H332, H360, H400, H410"
2461-46-3,102824,C1C(O1)COC2=CC=C(C=C2)C3=CC=C(C=C3)OCC4CO4,C18H18O4,298.338,2.908800000000001,43.52,0,4,4,,,,,,,,,,,,,Warning,"H315, H317, H319, H341"
24615-84-7,90558,C=CC(=O)OCCC(=O)O,C6H8O4,144.126,0.1902999999999999,63.60000000000001,1,3,0,,,,,,,,,,,,,Danger,"H302, H312, H314, H315, H318, H319"
24623-77-6,32524,O[Al]=O,AlHO2,59.98800000000001,-1.0566,37.3,1,1,0,,,,,,,,,,,,,,H413
24646-85-3,90570,N#[V],NV,64.95100000000001,0.01258,23.79,0,1,0,,,,,,,,,,,,,Warning,"H302, H312, H332"
2466-09-03,1023,OP(=O)(O)OP(=O)(O)O,H4O7P2,177.973,-0.8116,124.29000000000002,4,3,0,,,,,,61.0,,,,,,,Danger,"H302, H314, H318, H332"
2466-67-3,75573,CC(C)CCOP(=O)(O)O,C5H13O4P,168.12900000000002,1.1418,66.76,2,2,0,,,,,,,,,,,,,Danger,H314
2467-02-09,75575,C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,C13H12O2,200.237,2.688600000000001,40.46,2,2,2,,,,,,,,,,,,,Danger,"H315, H317, H318, H319, H335, H411"
2467-13-2,17177,B(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC,C24H51BO3,398.4810000000003,7.6703,27.69,0,3,0,,,,,,,,,,,,,Warning,"H319, H412"
24670-27-7,159674,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Ce+3].[Ce+3],Ce2O12S3,568.421,-4.014,240.78,0,12,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
24677-78-9,90579,C1=CC(=C(C(=C1)O)O)C=O,C7H6O3,138.12199999999996,0.9103,57.53,2,3,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
24683-00-9,32594,CC(C)CC1=NC=CN=C1OC,C9H14N2O,166.224,1.6837,35.010000000000005,0,3,1,,,,,,,,,0.983,,,,Warning,"H315, H319, H335"
24685-89-0,90582,COCCOCCO[Si](OCCOCCOC)(OCCOCCOC)OCCOCCOC,C20H44O12Si,504.64600000000047,0.1404000000000071,110.76000000000003,0,12,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
2469-55-8,17181,C[Si](C)(CCCN)O[Si](C)(C)CCCN,C10H28N2OSi2,248.519,2.1108,61.27,2,3,0,,,,,,,,,,,,,Danger,"H314, H315, H319, H411"
24729-96-2,443385,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)OP(=O)(O)O)O)O)C(C)Cl,C18H34ClN2O8PS,504.97000000000014,0.5065,148.79,5,8,2,,,,,,,,,,,,,Warning,"H302, H316, H317, H319"
2473-01-0,17185,CCCCCCCCCCl,C9H19Cl,162.704,3.975800000000003,0.0,0,0,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
24735-35-1,168200,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].O=[Zr+2].[Na+].[Na+],Na2O9S2Zr,345.329,-8.7893,177.58999999999995,0,9,0,,,,,,,,,,,,,Warning,"H319, H335"
24748-23-0,2734078,CCC1(OOC(OOC(OO1)(C)CC)(C)CC)C,C12H24O6,264.3179999999999,3.223200000000002,55.38000000000001,0,6,1,,,,,,,,,,,,,Danger,"H241, H304, H315, H317"
2475-33-4,62448,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C4=C(C=C3)C5=C6C7=C(C8=C(C=C7)C(=O)C9=CC=CC=C9C8=O)NC6=C1C(=C5N4)C(=O)C2=CC=CC=C2C1=O,C42H18N2O6,646.6140000000001,6.349400000000003,133.99999999999997,2,6,11,,,,,,572.0,,,,,,,Warning,H317
2475-44-7,17189,CNC1=C2C(=C(C=C1)NC)C(=O)C3=CC=CC=C3C2=O,C16H14N2O2,266.3,2.5454000000000008,58.2,2,4,3,,,,,,,,,,,,,Warning,"H315, H319, H335"
2475-46-9,17191,CNC1=C2C(=C(C=C1)NCCO)C(=O)C3=CC=CC=C3C2=O,C17H16N2O3,296.326,1.9079,78.43,3,5,3,,,,,,,,,,,,,Warning,"H302, H317, H319, H400"
2478-10-06,75588,C=CC(=O)OCCCCO,C7H12O3,144.17000000000002,0.4880999999999999,46.53,1,3,0,,,,,,,,,,,,,Danger,"H302, H312, H315, H317, H318, H319, H332, H335"
2478-20-8,75589,CC1=CC(=C(C=C1)N2C(=O)C3=C4C(=C(C=C3)N)C=CC=C4C2=O)C,C20H16N2O2,316.36000000000007,3.8394400000000015,63.4,1,3,4,,,,,,,,,,,,,Warning,"H400, H410"
2479-46-1,17201,C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,C18H16N2O2,292.338,4.435600000000003,70.5,2,4,3,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
24801-88-5,90613,CCO[Si](CCCN=C=O)(OCC)OCC,C10H21NO4Si,247.367,1.7607,57.120000000000005,0,5,0,,,,,,,,,,,,,Danger,"H302, H312, H314, H317, H318, H330, H334"
2481-94-9,17204,CCN(CC)C1=CC=C(C=C1)N=NC2=CC=CC=C2,C16H19N3,253.349,4.948200000000004,27.96,0,3,2,,,,,,,,,,,,,Warning,"H302, H312, H315, H317, H319, H332, H335, H351, H412"
24846-92-2,168206,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[NH4+].[Zn+2],C6H13NO6Zn,260.561,-3.3577,156.89,1,6,0,,,,,,,,,,,,,Danger,H314
2485-71-4,151014,CC(C)CCCCCCCCCCCC(=O)O,C15H30O2,242.403,5.018100000000004,37.3,1,1,0,,,,,,,,,,,,,Warning,"H315, H319, H335, H413"
24851-98-7,102861,CCCCCC1C(CCC1=O)CC(=O)OC,C13H22O3,226.316,2.725100000000001,43.370000000000005,0,3,1,,,,,,,,,0.997,,,,Danger,"H301, H311, H314, H318, H330"
24854-43-1,1256162,CN1C=NNC1=S,C3H5N3S,115.161,0.4776899999999998,33.61,1,2,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
2487-01-06,305544,CC1=C(C=C(C(=C1[N+](=O)[O-])OC(=O)C)C(C)(C)C)[N+](=O)[O-],C13H16N2O6,296.279,3.034220000000002,112.58,0,6,1,,,,,,,,,,,,,Danger,"H301, H312"
2487-40-3,1268185,C1=NC2=C(N1)C(=O)NC(=S)N2,C5H4N4OS,168.18099999999998,0.3087899999999999,77.33,3,3,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
2488-01-09,6328729,C[Si](C)C1=CC=C(C=C1)[Si](C)C,C10H16Si2,192.41,1.6094,0.0,0,0,1,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
24887-06-7,159978,C(O)S(=O)[O-].C(O)S(=O)[O-].[Zn+2],C2H6O6S2Zn,255.588,-2.3719,120.72,2,6,0,,,,,,,,,,,,,Warning,"H302, H319, H341, H412"
2489-77-2,2779938,CNC(=S)N(C)C,C4H10N2S,118.205,0.0523,15.27,1,1,0,,,,,,189.0,,3.0,,,,,Warning,"H302, H317, H351"
2493-84-7,17231,CCCCCCCCOC1=CC=C(C=C1)C(=O)O,C15H22O3,250.338,4.124100000000003,46.53,1,2,1,,,,,,226.0,,,,,,,Warning,"H315, H319"
24934-91-6,32739,CCOP(=S)(OCC)SCCl,C5H12ClO2PS2,234.71,3.213400000000002,18.46,0,4,0,100.0,,,,178.0,,,0.0056,1.26,,,,Danger,"H300, H310, H400, H410"
2494-89-5,75615,C1=CC(=CC=C1N)S(=O)(=O)CCOS(=O)(=O)O,C8H11NO6S2,281.311,-0.1381,123.76,2,6,1,,,,,,,,,,,,,Danger,"H315, H318, H341"
24948-66-1,4321798,CCCCCC#CCC=C,C10H16,136.23799999999997,3.146200000000002,0.0,0,0,0,,,,,,,,,,,,,Warning,"H226, H302, H317, H336, H400, H410"
2495-25-2,17234,CCCCCCCCCCCCCOC(=O)C(=C)C,C17H32O2,268.4409999999999,5.416700000000006,26.3,0,2,0,,,,,,,,,,,,,Warning,"H315, H317, H319, H335"
2495-27-4,17235,CCCCCCCCCCCCCCCCOC(=O)C(=C)C,C20H38O2,310.522,6.587000000000008,26.3,0,2,0,,,,,,,,1.02,,,,,Warning,"H315, H317, H319, H335"
2495-35-4,75617,C=CC(=O)OCC1=CC=CC=C1,C10H10O2,162.188,1.9158,26.3,0,2,1,,,,,,,,,,,,,Warning,"H315, H317, H319, H335, H401, H410, H411"
2495-39-8,23690996,C=CCS(=O)(=O)[O-].[Na+],C3H5NaO3S,144.12699999999998,-3.2784,57.2,0,3,0,,,,,,,,,,,,,Danger,"H318, H400, H410"
249562-06-9,11218292,CC1(C2CC3CC(C2)CC1C3)OC(=O)C=C,C14H20O2,220.312,2.930400000000001,26.3,0,2,4,,,,,,,,,,,,,Warning,"H315, H319"
2497-18-9,2733294,CCCC=CCOC(=O)C,C8H14O2,142.19799999999998,1.9058,26.3,0,2,0,,,,,165.0,,,,0.89,,,,Warning,H226
2497-21-4,5365811,CCC(=O)C=CC,C6H10O,98.14499999999998,1.5416,17.07,0,1,0,,,,,,,,,0.855,,,,Warning,"H226, H302"
2498-66-0,17253,C1=CC=C2C(=C1)C=CC3=C2C(=O)C4=CC=CC=C4C3=O,C18H10O2,258.27599999999995,3.6152000000000015,34.14,0,2,4,,,,,,,,,,,,,Warning,"H315, H319, H335"
2499-59-4,17258,CCCCCCCCOC(=O)C=C,C11H20O2,184.279,3.076100000000002,26.3,0,2,0,,,,,,,,,,,,,Warning,"H315, H317, H319, H335, H410, H411"
2499-95-8,17259,CCCCCCOC(=O)C=C,C9H16O2,156.225,2.2959000000000005,26.3,0,2,0,68.0,,,,188.0,-45.0,,,1.0,,,,Warning,"H315, H317, H319, H335, H400, H410, H411"
25004-95-9,90680,C(S(=O)Cl)(Cl)(Cl)Cl,CCl4OS,201.889,2.2166,17.07,0,1,0,,,,,,,,,,,,,Danger,"H300, H310, H314, H330"
2502-15-0,75628,CC(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)C)OC3=CC=C(C=C3)C(C)C,C27H33O4P,452.5310000000001,8.701700000000002,44.760000000000005,0,4,3,,,,,,,,,,,,,Warning,H373
25026-97-5,3034350,C1=CC(=C(C=C1[N+](=O)[O-])C(=S)N)N,C7H7N3O2S,197.219,0.8112000000000004,95.18,2,4,1,,,,,,,,,,,,,Warning,"H302, H315, H319, H335"
2503-56-2,75629,CC1=CC(=O)N2C(=N1)N=CN2,C6H6N4O,150.14100000000005,-0.27398,63.05,1,3,2,,,,,,,,,,,,,Warning,"H315, H319, H335"
2505-31-9,613574,C1=C(C=C(C(=C1Cl)N=C=O)Cl)Cl,C7H2Cl3NO,222.458,3.6141000000000014,29.43,0,2,1,,,,,,,,,,,,,Warning,"H302, H312, H315, H319, H332, H335"
25054-76-6,6436555,CCCCCCCCC=CCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],C25H48N2O3,424.6700000000002,4.356500000000003,69.23,1,3,0,,,,,,,,,,,,,Warning,"H315, H319, H400"
25070-31-9,10563,C(=O)([O-])[O-].[Ba+2],CBaO3,197.336,-2.8278,63.19,0,3,0,,,,,,811.0,1999.0,,4.3,,,,Warning,"H301, H302, H332, H335, H361, H370, H372"
2508-29-4,75634,C(CCN)CCO,C5H13NO,103.165,0.1077,46.25,2,2,0,,,,,,,,,,,,,Danger,"H302, H314, H318"
25085-79-4,6441483,C=C.C(=CC(=O)O)C(=O)O,C6H8O4,144.126,0.5139999999999999,74.6,2,2,0,,,,,,,,,,,,,Warning,"H315, H319"
25103-09-7,34306,CC(C)CCCCCOC(=O)CS,C10H20O2S,204.335,2.675800000000001,26.3,1,3,0,,,,,125.0,,,,0.9736,,,,Warning,"H302, H317, H319, H400, H410, H412"
25103-52-0,90716,CC(C)CCCCC(=O)O,C8H16O2,144.214,2.2874,37.3,1,1,0,,,,,,0.0,,,,,,,Warning,"H302, H319"
25103-54-2,32791,CC(C)CCCCCCCOP(=S)(OCCCCCCCC(C)C)[S-].CC(C)CCCCCCCOP(=S)(OCCCCCCCC(C)C)[S-].[Zn+2],C40H84O4P2S4Zn,884.7139999999998,15.565899999999962,36.92,0,8,0,280.0,,,,,,,,1.06,,,,Warning,"H400, H410"
25114-58-3,168292,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[In+3],C6H9InO6,291.95,-4.1122,120.39,0,6,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
25134-21-8,32802,CC12CC(C=C1)C3C2C(=O)OC3=O,C10H10O3,178.18699999999995,0.8982,43.370000000000005,0,3,3,,,,,,,,0.1,1.2,,,,Warning,"H302, H314, H315, H317, H318, H319, H331, H334, H335"
25152-84-5,5283349,CCCCCC=CC=CC=O,C10H16O,152.23699999999997,2.878000000000001,17.07,0,1,0,,,,,,,,,0.866,,,,Warning,"H312, H315, H319, H335"
25154-38-5,91308,C1CNC(CN1)CCO,C6H14N2O,130.19100000000003,-1.0698,44.29,3,3,1,,,,,,,,,,,,,Danger,H314
25154-54-5,10707,C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-],C6H4N2O4,168.10799999999998,1.503,86.28,0,4,1,302.0,,,,606.0,244.4,470.0,4.55e-05,1.31,3.0,1.0,4.0,Danger,"H300, H310, H316, H317, H319, H330, H335, H361, H370, H372, H373, H400, H410"
25154-55-6,6947,C1=CC=C(C(=C1)[N+](=O)[O-])O,C6H5NO3,139.11,1.3003999999999998,63.370000000000005,1,3,1,108.0,,,-8.0,417.0,113.0,550.0,1.0,1.49,,,,Danger,"H302, H312, H315, H318, H319, H332, H335, H361, H370, H400, H410, H412"
25155-23-1,19736,CC1=CC(=C(C=C1)OP(=O)(OC2=C(C=C(C=C2)C)C)OC3=C(C=C(C=C3)C)C)C,C24H27O4P,410.4500000000002,7.182020000000007,44.760000000000005,0,4,3,450.0,,,,469.0,-4.0,650.0,2e-08,1.13,,,,Danger,"H315, H316, H319, H320, H335, H360, H371, H372, H373, H400, H410, H411, H413"
25155-25-3,17721,CC(C)(C)OOC(C)(C)C1=CC=C(C=C1)C(C)(C)OOC(C)(C)C,C20H34O4,338.4880000000001,5.650200000000006,36.92,0,4,1,,,,,,79.0,,1.71e-05,,,,,Danger,"H242, H413"
2516-33-8,75644,C1CC1CO,C4H8O,72.107,0.3887,20.23,1,1,1,,,,,,,,,,,,,Danger,"H226, H302, H314, H319, H361, H373"
2516-34-9,75645,C1CC(C1)N,C4H9N,71.123,0.4976000000000001,26.02,1,1,1,,,,,,,,,,,,,Danger,"H225, H314"
2516-47-4,75646,C1CC1CN,C4H9N,71.123,0.3551000000000001,26.02,1,1,1,,,,,,,,,,,,,Danger,"H225, H314"
2516-92-9,6451408,CC1(CC(CC(N1[O])(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(N(C(C2)(C)C)[O])(C)C)C,C28H50N2O6,510.7160000000004,5.927800000000007,98.88,0,6,2,,,,,,,,,,,,,Warning,"H315, H319"
25167-67-3,7844,CCC=C,C4H8,56.108,1.5824,0.0,0,0,0,-110.0,1.6,9.3,-2719.1,21.0,-301.5,723.0,3480.0,0.6255,1.0,4.0,0.0,Danger,"H220, H280, H320, H336"
25167-70-8,7868,CC(=C)CC(C)(C)C,C8H16,112.216,2.9987000000000013,0.0,0,0,0,-5.0,,,-18.0,101.4,-93.5,736.0,44.7,0.715,2.0,3.0,0.0,Danger,"H225, H304, H336, H400, H410, H411"
25167-93-5,6945,C1=CC=C(C(=C1)[N+](=O)[O-])Cl,C6H4ClNO2,157.55599999999998,2.2482000000000006,43.14,0,2,1,261.0,,,,475.0,90.0,470.0,0.4,1.368,,,,Danger,"H301, H311, H320, H331, H332, H341, H350, H361, H371, H372, H411"
25168-21-2,16684059,CCCC[Sn](CCCC)(OC(=O)C=CC(=O)OCCCCCC(C)C)OC(=O)C=CC(=O)OCCCCCC(C)C,C32H56O8Sn,687.503,7.7468,105.2,0,8,0,,,,,,,,,,,,,Danger,"H302, H315, H319, H341, H360, H361, H372, H400, H410"
25168-22-3,16683940,CCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCC,C28H56O4Sn,575.4630000000003,9.3966,52.6,0,4,0,,,,,,,,,,,,,Danger,"H314, H317, H318, H330, H341, H360, H370, H372, H400, H410"
25168-24-5,13531459,CCCC[Sn](CCCC)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,C28H56O4S2Sn,639.597,9.014400000000004,52.60000000000001,0,6,0,,,,,,,,,,,,,Danger,"H312, H314, H317, H318, H332, H341, H361, H371, H372"
25168-26-7,24678,CC(C)CCCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,C16H22Cl2O3,333.255,5.131800000000005,35.53,0,3,1,,,,,,,,7.06e-06,,,,,Warning,"H302, H317, H400, H410"
2517-43-3,17291,CC(CCO)OC,C5H12O2,104.149,0.4037,29.46,1,2,0,,,,,,,,,,,,,Warning,H226
25188-23-2,77183,C1=CC=C(C=C1)N=NC2=C(C=C3C=C(C=CC3=C2O)NC(=O)NC4=CC5=CC(=C(C(=C5C=C4)O)N=NC6=CC=CC=C6)S(=O)(=O)O)S(=O)(=O)O,C33H24N6O9S2,712.7220000000005,8.372400000000008,239.77,6,11,6,,,,,,,,,,,,,Warning,"H315, H319"
25190-05-0,5367702,CCCCCCCCC=CCCCCCCCCOCCO,C20H40O2,312.538,6.032800000000007,29.46,1,2,0,,,,,,,,,,,,,Danger,"H302, H315, H318"
25190-06-1,3084433,CCCCOC(CC)CO,C8H18O2,146.23,1.5739999999999998,29.46,1,2,0,,,,,,,,,,,,,Warning,"H319, H412"
25225-08-5,91337,CC(C1CCCC(C1)(C)C)OC=O,C11H20O2,184.279,2.7643000000000013,26.3,0,2,1,,,,,,,,,,,,,,H411
25234-25-7,91342,CCCCCCC(CC)C(=O)O,C10H20O2,172.268,3.067600000000001,37.3,1,1,0,,,,,,,,,,,,,Danger,"H315, H318, H335"
2524-04-01,17305,CCOP(=S)(OCC)Cl,C4H10ClO2PS,188.616,2.5227000000000004,18.46,0,3,0,92.0,,,,49.0,,,50.0,1.196,,,,Danger,"H227, H301, H302, H311, H314, H318, H330, H331, H371, H373, H412"
2524-52-9,17307,CCOC(=O)C1=CC=CC=N1,C8H9NO2,151.165,1.2583,39.19,0,3,1,,,,,,,,,,,,,Warning,"H315, H319, H335"
2524-64-3,75654,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)Cl,C12H10ClO3P,268.636,4.491300000000002,35.53,0,3,2,,,,,,,,,,,,,Danger,"H302, H314, H318, H335"
2526-62-7,75660,CO[Si](CCC#N)(OC)OC,C6H13NO3Si,175.26,0.7781799999999999,51.48,0,4,0,,,,,,,,,,,,,Warning,"H315, H319"
25260-60-0,643799,CC(=O)OCC=CCOC(=O)C,C8H12O4,172.17999999999998,0.6688,52.6,0,4,0,,,,,,,,,,,,,Warning,"H315, H319, H335"
25264-93-1,639661,CCCC=CC,C6H12,84.16199999999999,2.3626000000000005,0.0,0,0,0,,,,,67.9,-133.0,,173.0,0.6869,,,,Danger,"H225, H304, H315, H319, H335"
25265-76-3,32858,C1=CC=C(C(=C1)N)N.C1=CC(=CC(=C1)N)N.C1=CC(=CC=C1N)N,C18H24N6,324.4320000000001,2.553,156.12,6,6,3,,,,,,,,,,,,,Warning,"H317, H319"
25265-78-5,91365,CCCC1=CC(=C(C(=C1)CCC)CCC)CCC,C18H30,246.43799999999987,5.496600000000005,0.0,0,0,1,,,,,,,,,,,,,Danger,"H304, H319, H411, H413"
25267-51-0,638079,C1CCCC=CCC1,C8H14,110.2,2.8968000000000016,0.0,0,0,1,,,,,,,,4.5,,,,,Danger,"H226, H304, H400, H410"
2527-58-4,75662,CNC(=O)C1=CC=CC=C1SSC2=CC=CC=C2C(=O)NC,C16H16N2O2S2,332.45000000000005,3.2052000000000014,58.2,2,4,2,,,,,,,,,,,,,Warning,"H317, H400, H410, H411"
2527-66-4,351236,CN1C(=O)C2=CC=CC=C2S1,C8H7NOS,165.21699999999998,1.6,22.0,0,2,2,,,,,,,,,,,,,Danger,"H301, H312, H314, H317, H318, H332, H400, H410, H411"
2528-36-1,17312,CCCCOP(=O)(OCCCC)OC1=CC=CC=C1,C14H23O4P,286.30799999999994,4.806900000000004,44.760000000000005,0,4,1,200.0,,,,131.0,,,0.007,1.0691,,,,Warning,"H303, H335, H373"
2528-39-4,75666,CCCCCCOP(=O)(OCCCCCC)OCCCCCC,C18H39O4P,350.4800000000002,6.885200000000007,44.760000000000005,0,4,0,,,,,,,,,,,,,Warning,"H315, H319, H335, H400, H410"
2528-61-2,17313,CCCCCCC(=O)Cl,C7H13ClO,148.63299999999998,2.722200000000001,17.07,0,1,0,,,,,,,,,,,,,Danger,"H290, H314, H318, H330"
25291-17-2,91384,C=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C8H3F13,346.0859999999999,4.911200000000001,0.0,0,0,0,,,,,,,,,,,,,Danger,"H225, H315, H319, H335, H372"
253-52-1,9207,C1=CC=C2C=NN=CC2=C1,C8H6N2,130.15,1.6297999999999997,25.78,0,2,2,,,,,,,,,,,,,Warning,H341
